ABCNEW,Australian Broadcasting Corporation (ABC) News,2010,2,"Conservationists say the Queensland Government is putting itself under pressure to approve a liquefied natural gas (LNG) project.
The BG Group yesterday revealed it had signed a heads of agreement to supply Tokyo Gas with 1.2 million tonnes of LNG a year from a planned facility off Gladstone in central Queensland.
 The gas would come from southern Queensland, but the project still needs environmental approval.
Queensland Conservation Council executive director Toby Hutcheon says the Government faces a conflict of interest.
 Given that these announcements generally are by the company and the Government, we can only conclude that it's the Government who are creating the community expectation around these projects,  he said.
Mr Hutcheon says it is hard to stop the project going ahead considering the Government also made an announcement.
 Essentially these announcements are pre-empting an approvals process. The reality is they're creating an expectation of revenue, creating an expectation about jobs ... that makes it very, very difficult for the Government to then stop an approvals process,  he said.
"
AGEE,The Age,2010,2,"JAPAN has signalled its willingness to buy liquefied natural gas converted from coal seam methane, with Tokyo Gas the first Japanese utility to sign a deal to receive the unconventional gas.
In a further sign energy-hungry countries will increasingly accept the lean gas, Tokyo Gas has announced a deal with BG Group for 1.2 million tonnes a year of LNG for 20 years from 2015 in BG's Queensland Curtis project.
 The deal also continues the trend towards international LNG buyers acquiring equity positions in Australian projects.
Tokyo Gas will receive a 1.25 per cent interest in reserves and resources of certain tenements in Queensland's Surat Basin and a 2.5 per cent equity interest in BG's second processing train. No value was put on the transaction but some say it could worth between $13 billion and $26 billion.
The deal will be a headache for Woodside's Don Voelte, a critic of east-coast coal seam gas projects. He has said before that the coal seam gas industry in Australia will stall because traditional buyers of liquefied natural gas, such as Japan and Korea, will not accept the lower calorific value of LNG converted from coal seam methane.
The deal also trumps BG rival Santos, which UBS last week said had narrowed the list of potential customers from its neighbouring Curtis Island project to Tokyo Electric Power, Tokyo Gas and Korea Gas.
BG said the deal would be a binding agreement by the end of the year.
"
APNCHN,Chinchilla News,2010,2,"Residents want honest answers
Tara residents are up in arms and are voicing their concerns about the “slipshod manner�? in which they believe coal seam gas extraction by QGC is being performed within their region.
 The concerns are many and varied with health and noise issues a high priority.
Tara resident Scott Collins said they had proof gas well heads located on residential properties were leaking toxic gases into the estates.
“We have proof these wells are leaking methane and other toxic gases; 40 wells have been confirmed leaking,�? he said.
He said QGC had ignored their health and safety concerns but the State Government had acted on their complaints.
Natural Resources minister Stephen Robertson said the Chief Inspector of the Petroleum and Gas Inspectorate had issued a compliance direction to QGC in relation to claims of gas leaks from pressurised wells operated by the company near Tara.
“The direction requires QGC to identify, inspect and rectify any wells found to be leaking gas,�? he said.
“The company has also been directed to provide the department with regular progress reports on actions they have taken.�?
Officers from the department are also inspecting a number of QGC gas well heads around the Tara region and samples will be taken for analysis.
Another Tara resident, who does not wish to be named, said she was one of many locals who were suffering health problems due to the leaks.
Problems included eye and skin irritations, constant headaches and acute diarrhoea.
“Many other people, myself included, are experiencing health problems, which started over a year ago and these problems are escalating,�? she said.
Mr Collins has also raised concerns surrounding expected noise levels that residents may experience when compressors are brought onto residential land.
He said QGC has suggested building acoustic walls to tone down the noise.
“Something else to look forward to is QGC plan on building acoustic walls around our homes to mitigate the noise.
“If it wasn’t so sad it would be funny.�?
In response, QGC has acknowledged that activities around Tara had raised issues for some landholders on how the company managed dust, noise, water and environmental impacts.
A QGC spokesperson has said that while they continued to ensure their impact was acceptable, some landholders had particularly strong views about industry activity in general.
“To date we have spoken to or met with more than 1000 stakeholders throughout the project area, including more than 160 local people and business owners in and around Tara, with the aim to ensuring that our impact is acceptable,�? he said.
In relation to the leaking wells, QGC said it had every confidence at every level in its business in the safety of its facilities and its operating practice.
“We are aware that some residents have provided information to the Chief Inspector Petroleum and Gas of Queensland Mines and Energy (the regulator), alleging that QGC is not operating within its licence.
“In particular, several landholders north of Tara have alleged that 39 wells operated by QGC are leaking gas.
“QGC is in the process of demonstrating that the company is complying with the legislation under which it operates, and in particular, that QGC is taking all necessary and reasonable action to ensure that no person or property is exposed to an unacceptable risk as a result of QGC’s operation.�?
In relation to noise concerns, QGC has also confirmed it is looking at ways to minimise noise from gas field infrastructure.
Suggestions have included using electronic drive compressors at major field infrastructure such as central processing plants and field compressor stations.
Enclosures around engines and compressors and variable speed and low speed fans.
“The placement of field infrastructure will also take account of locations that may be sensitive to noise such as homes and community assets like schools,�? a spokesperson said.
“These measures will help ensure the project operates with minimal disturbance to our neighbours.�?
Overall QGC has said it has no reason to believe it is not operating according to good gas field practice and has a continuous well-inspection regime to ensure the integrity of its facilities.
“We will immediately intervene in any wells found to be unsafe.�?
"
AUSTLN,The Australian,2010,2,"AUSTRALIA'S fledging liquefied natural gas industry has signed a $20 billion contract with a large Japanese company following last week's deal with Chinese interests.
The BG Group, through its wholly owned subsidiary Queensland Gas, yesterday announced that it had struck a deal with Tokyo Gas to supply 1.2 million tonnes of LNG each year for 20 years.
 Queensland Premier Anna Bligh made the announcement jointly with the BG Group yesterday, but for all the euphoria about the coming LNG industry, no company has yet committed to definitely building a processing plant in the industrial Queensland central coast city of Gladstone to turn into liquid the gas taken from coal seams in western Queensland.
Of the four major projects currently planned, both the BG Group and Santos are due to make firm decisions later this year about whether or not they will proceed with their projects. But both companies have also privately indicated that their decision is heavily dependent on the Queensland government giving them some certainty.
If the companies this year decide to go ahead, they will first produce LNG in 2014.
The value of yesterday's announcement is about one-third of that announced last week between the BG Group and the China National Offshore Oil Corp.
But while Japan is the world's largest consumer of LNG, it is the first time a Japanese company has struck a deal to take LNG processed from coal-seam methane.
For the financially stretched Queensland government, the development of the LNG industry is a priority, and the government claims it can bring up to 18,000 jobs, investment of $40 billion, an increase of $3bn in gross state product, and $850 million in royalties alone each year.
But problems remain in the disposal of waste water produced through the process, while some farmers are opposed to the industry because they fear losing their valuable farmland for an industry that is forecast to last only 20 years.
Ms Bligh was upbeat about the announcement, claiming that it could support up to 8500 jobs on the western Darling Downs and in Gladstone.
``This is yet another historic day for Queensland because it means we will not only supply the massive emerging LNG market in China but we also have a 20-year commitment to supply the world's largest LNG market in Japan,'' she said.
``What we are witnessing is the birth of an industry that will secure the prosperity of Queensland for decades to come.''
The BG Group also has contracts with Singaporean and Chilean companies and now has firm orders for supply of 9.5 million tonnes of liquefied natural gas each year, and yesterday's announcement means it is considering adding further capacity to its Australian operations.
"
CANBTZ,Canberra Times,2010,2,"The Australian Energy Regulator has rejected ActewAGL's proposal to spend $134million on upgrading its gas link to the Eastern Gas Pipeline. The regulator also rejected a second ActewAGL option to spend $42million to boost storage from its link to the Moomba to Sydney Pipeline. Had either project gone ahead ACT gas consumers would be paying much more than the 7per cent increase which the regulator has approved. On average, retail customers will pay about 52c a week more for gas from July 1. Every five years ActewAGL lodges an access arrangement with the regulator. The latest one sought to address four serious failures of upstream gas supply coinciding with cold temperatures in the previous access period. But from the time ActewAGL lodged the access arrangement in June last year to now, coal seam gas developments in Queensland and pipeline upgrades saved the utility from doing these projects. In its decision on ActewAGL's
 proposals, the regulator said the proposed expenditure on a compressor on the MSP was not prudent or good industry practice. ActewAGL general manager networks division Michael Charlton said when assessing the first project, the Hoskinstown-Fyshwick loop upgrade (which links to the Eastern Gas Pipeline), the regulator couldn't decide whether a supply problem was one for the distribution network or for the pipeline operator. A spokesman for the regulator said the risk of low volumes of gas on one morning every few years did not warrant $134million expenditure. Mr Charlton said when preparing a revised proposal, ActewAGL became aware of work to increase the MSP's capacity and reliability and put forward the compressor plan for the lateral line, from Dalton to Watson. The aim was to compress gas to meet peak winter demand. The Australian Pipeline Group would build the compression station at Dalton, funded by ActewAGL. After upgrades to the MSP and coal seam gas pipelines in south- east Queensland being connected
to the MSP, this project was also deemed unnecessary by the regulator.Canberra now has three sources of gas supply, the Eastern Gas Pipeline, MSP and south-east Queensland supply. Mr Charlton said capacity in the lateral line from Dalton was still restricted on capacity from MSP. ''Even though there is plenty of gas there, we can only bring in so much each day through that [lateral] pipeline.'' That would only be a problem if supply from the Eastern Gas Pipeline failed. He expected the utility to have enough supply for the next five years. The regulator has approved $84million in infrastructure investment and over the next five years the gas network will expand into new developments in the Molonglo Valley and north Weston and Googong. Customers in some existing areas such as Swinger Hill will have access to natural gas for the first time. Other network capacity expansion will be undertaken in Tuggeranong, Queanbeyan, Red Hill and Griffith.
"
CANBTZ,Canberra Times,2010,2,"CANBERRA'S overall air quality is very good, however, during the winter months smoke emissions from domestic wood heaters results in elevated particulate levels, particularly in the Tuggeranong Valley. The ACT Government has a number of ongoing programs to address wood smoke, which are implemented by the Department of the Environment, Climate Change, Energy and Water. These include the Wood Heater Replacement Program, ongoing public education related to correct wood heater operation and the
'Don't Burn Tonight' campaign. The department is currently running the 2010 Wood Heater Replacement Program. The program aims to reduce winter air pollution from wood smoke by offering a financial incentive for replacing a wood heater with a cleaner mains-supplied natural gas heater.
 The department is conscious of the fact that not everyone can replace their wood heater, so they have a range of information on their website as to their correct use. An example is that you shouldn't let your fire
smoulder. A fire set on a low air setting causes excessive smoke pollution and wastes heat energy. On very cold and still nights wood heater users should also listen out for the 'Don't Burn Tonight' alerts. The program runs during June, July and August each year and aims to alleviate overnight air pollution by calling on Canberrans to use alternatives to wood heaters, if possible, on these nights. For more information, visit www.environment[http://www.environment]. act.gov.au or call Canberra Connect on 132281.
"
COUMAI,The Courier-Mail,2010,2,"UK-based BG Group yesterday said it had reached an initial agreement to supply key Japanese buyer Tokyo Gas Co with 24 million tonnes of liquefied natural gas from its Queensland operations.
BG Group chief executive Frank Chapman said Tokyo Gas would become one of the ``important foundation customers'' for the Queensland Curtis LNG facility that BG proposes to build near Gladstone to process coal seam gas from the Surat Basin to feed world LNG markets.
 It comes after BG Group last week said it had sealed an LNG supply deal with China National Offshore Oil Corp that involves 72 million tonnes of LNG to be supplied over
20 years.
Long-term values hinge on variable LNG market prices but the CNOOC deal was estimated to be worth between $50 billion and $80 billion.
BG Group didn't put an indicative value on the Tokyo Gas supply agreement but Premier Anna Bligh, who held a press conference to announce the BG-Tokyo Gas deal, said it could be worth more than $20 billion and support up to 8500 jobs in Queensland. BG Group said the overall agreement it had reached with Tokyo Gas, Japan's largest city gas supplier, set out the basis upon which the two companies would now negotiate to agree final terms.
The deal includes Tokyo Gas's purchase of 1.2 million tonnes a year of LNG for 20 years from 2015 from the Queensland Curtis LNG facility and from BG's global LNG operations.
Continued P80
BG lands Japanese deal
From P75
BG Group said the companies aimed to complete negotiations by the end of 2010.
That is conditional on BG Group making a final investment decision, expected later this year, on the Curtis Island project. If it proceeds, it would produce first LNG by 2014.
Curtis Island, just north of Gladstone, is home to a national park and the site is yet to receive final state and federal government environmental approvals.
But Ms Bligh yesterday hailed the BG-Tokyo Gas agreement as ``yet another historic day for Queensland because it means we will not only supply the massive emerging LNG market in China, we also have a 20-year commitment to supply the world's largest LNG market, in Japan''.
BG Group's Mr Chapman (pictured) said the company would ``progress rapidly towards project sanction later this year''.
``The agreements extend further our long and fruitful relationship with Tokyo Gas, bringing a new source of natural gas to Japan,'' he said.
He said the two-train development planned for Curtis Island was firmly underpinned by BG's LNG agreements to deliver cargo from both QCLNG and from BG's global LNG portfolio to customers across the Pacific Basin.
Its other LNG deals include CNOOC, as well as a 21-year deal struck in 2007 with Chile's Quintero LNG and a deal in 2008 to supply to customers in Singapore for 20 years.
"
AFNR,The Australian Financial Review,2010,2,"One of the world's biggest buyers of liquefied natural gas will purchase up to $20 billion in LNG from BG Group's Queensland project in another huge boost for Australia's coal seam gas sector.
Japanese energy giant Tokyo Gas has agreed to buy 1.2 million tonnes of LNG a year from BG's Queensland Curtis project for 20 years, representing Japan's first committed purchase of LNG made from coal seam gas.
 While Japan now buys about 40 per cent of the world's LNG, its companies previously had ignored LNG made from coal seam gas because of concerns about the composition of the product.
The agreement between BG and Tokyo comes just a week after BG finalised a record $65 billion binding LNG sales agreement with China National Offshore Oil Company.
The latest agreement increases the likelihood that BG can develop three trains, or processing lines, at its project instead of two.
While the Tokyo deal is a major credibility boost for the coal seam gas sector generally, it may set back plans by Adelaide-based Santos to secure another customer for its Gladstone LNG project.
Santos, which plans to develop the project through a joint venture with Malaysia's Petronas, is believed to have been in talks with Tokyo Gas over its own LNG sales agreement.
UBS analyst Gordon Ramsay last week identified Tokyo Gas as one of the three most likely candidates to buy LNG from Santos, along with Japan's Tepco and Korea's Kogas.
While Santos has secured a binding heads of agreement to sell up to 3 million tonnes a year of LNG to Petronas, the company is looking to secure another customer to underpin the development of a second train at its project.
"
AUSTLN,The Australian,2010,2,"The world market will affect domestic prices, say industry experts
AUSTRALIA'S development of an export market for liquid natural gas is likely to put upward pressure on domestic gas prices, as the international market is considerably more lucrative than the domestic market.
 An LNG conference in Brisbane this week heard that the implied value of LNG bound for the domestic market -- the value after factors such as transport are taken into account -- was $6.75 a gigalitre, while long-term domestic prices were forecast to be $3.75 a gigalitre.
The reason for the difference in prices was that international gas prices were based on world oil prices, while domestic prices were based on getting a satisfactory rate of return on investment.
Grahame Baker, senior adviser with Resources and Land Management Services, said east-coast gas production was likely to break into two markets.
The first was an overseas market dominated by large international companies which tapped coal-seam methane gas for conversion to liquid natural gas for export. The second would be a domestic market serviced by smaller companies which also took some of the leftover from the large companies.
``So balancing the big players in overseas markets, there will be a number of smaller producers aiming at domestic markets, and they'll keep prices down,'' he said.
Currently coal-seam gas supplies about one-third of the east-coast market, but the industry is set to change dramatically, with up to four export-oriented projects in Queensland coming to fruition over the next few years.
These major projects hold 88 per cent of the current proven volume of coal-seam methane gas in Queensland.
Gas tapped from Queensland wells currently costs $3.50 to $4 a gigajoule and supplies Victoria, NSW and South Australia as well as Queensland.
In Western Australia, gas prices have risen to $7-$8 a gigajoule, and there are fears that prices in the east may rise when that market is exposed to international prices.
But Mr Baker said WA was a different market, and the main reason prices had risen was that domestic gas supplies had dried up.
In the east-coast market there would be a glut of gas for several years, keeping prices low, said independent energy industry analyst Peter Strachan.
"
AUSTLN,The Australian,2010,2,"NSW could rival Queensland as a hub for coal seam gas
GAS
 WHILE the shape of the Queensland liquid natural gas industry based on coal seam methane gas should become clear in the next three months, analysts are already talking about an industry of a similar size in NSW.
Two of the four major projects proposed for Queensland are due to decide this quarter whether they will make a firm commitment to the project, while the other two will probably decide within a year if their projects are viable.
Both BG and Santos are due to decide by the middle of this year whether or not they will proceed with their major LNG export projects out of Gladstone, with the raw material coming from the Surat and Bowen basins of western Queensland.
But a Brisbane conference on coal seam methane gas this week heard that NSW probably has similar reserves of coal seam methane gas in the Gunnedah and Sydney Basin, and there is no reason why NSW should not become a similar industry to that of Queensland, with Newcastle assuming the same processing role as that planned for Queensland. In Queensland, BG's announcement this week of a further long-term sales contract with Tokyo Gas means it has firm contracts to supply 9.5 million tonnes of LNG for the next 20 years, while Santos has supply guaranteed through its joint venture partner in Malaysia's Petronas.
Past these two projects, Origin and Conoco-Phillips are likely to make a decision towards the end of this year, and the fourth, which looks as though it will be a mixture of Arrow Energy, Shell and
PetroChina, is more likely to make a firm decision on its project about the middle of next year.
Origin last week lodged its Environmental Impact Statement with the Queensland Government, and that is now open for public feedback.
But Shell is still negotiating its takeover of Arrow, although the Arrow board has recommended in favour of the takeover, there is still
Continued on Page 22
Continued from Page 21
some scepticism in the market about whether it will proceed.
But even a decision to go ahead with the takeover will still involve some delay, with a meeting to approve the takeover scheduled for August and the actual takeover not likely to be completed until September.
Shell has said it planned to be producing LNG for export by 2015, about a year after the others, so on that timetable it is reasonable to assume that, all other factors being equal, it will make a decision early next year. Under the current scenario there will be four major exporters, each with their own LNG plant at Gladstone on Curtis Island, on the other side of the harbour to where the current port is located.
But it is this scenario that has its sceptics. Put simply, building four plants side by side to do pretty well exactly the same thing is not good economics, and there may be room here for further rationalisations. But all this activity shows the Queensland industry is well advanced, while the other state with large volumes of coal -- NSW -- is still in its formative stages. But industry analyst Paul Balfe, who is a director at ACIL consultants, said that NSW coal deposits in the Gunnedah and Sydney basins were much the same age and with the same characteristics as the Surat and Bowen basins in Queensland.
He said that, although there had not been as much exploration in NSW as there had been in Queensland, it seemed highly likely that there were similar reserves of CSG in NSW.
``There's no doubt at all that there are very large reserves in NSW, but it's a question of having sufficient demand to tap those supplies,'' Mr Balfe said. ``In the long term, it would be possible to replicate what's happened in Queensland in NSW, using the Gladstone model with Newcastle as the port.''
The coal seam methane gas industry has been in existence in Australia since the 1970s and became more sizeable in the Bowen Basin in Queensland in the 1990s, but has really kicked on this century. The main reason for the industry's acceleration is greater environmental concern, as gas is considerably less greenhouse-intrusive than coal as an energy source. But Mr Balfe said the greatest encouragement to the industry would be the formation of a Carbon Pollution Reduction Scheme, as a carbon price would make coal production considerably less attractive.
``If there is a carbon price operating, then we could see a domestic demand of 1800 petajoules a year, but if there's not, it would be around 1200,'' he said.
There are several areas where domestic demand could be increased. One is in having power stations fired by gas instead of coal, and Origin will next month commission its gas-fired power station on the Darling Downs. Another is switching motor vehicles from petrol to compressed natural gas. Buses in Canberra, Perth and Adelaide already use it.
Fuel retailer BOC is also building a network of CNG stations and refineries to fuel long-distance trucks, with one in Chinchilla on the Darling Downs, in the middle of CSG country, being announced two weeks ago.
Production of gas and water for a coal seam methane well
1. When coal is formed, methane is trapped on the surface of the seam or in water or fractures within the underground coal bed.
The methane is held in place by the pressure of water in the seam.
2. Wells - often more than 100 per project - are drilled in the seam and water is pumped out.
3. As the pressure within the seam falls, the gas is released.
4. After drying and compression, the processed gas can then be used for domestic gas supplies or it can be piped to plants where it is converted into liquefied natural gas and shipped to export markets.
5. The water, usually held in ponds, is either pumped back into the seam or can be processed and made fit for certain domestic uses
--- Some table/s accompanying this article cannot be reproduced in plain-text format - please see the PDF of the page for details ---
"
